timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,9.3877,7.5537,7.2233,-0.4061,3.0172,0.1887
20,22.788,9.7109,12.7563,-0.2654,2.2966,0.72
40,23.8127,6.517,12.6127,0.2614,-1.2486,0.3872
60,9.2536,-0.5746,5.2625,0.4978,-3.8744,-0.2214
80,-6.9791,-1.2043,-6.8426,0.1604,-2.2897,-0.7949
100,-0.316,3.1987,-3.2992,-0.4045,1.1794,-0.0866
120,6.1555,5.9496,1.4437,-0.8519,2.6428,0.7477
140,16.1369,6.098,8.7221,-0.5788,2.6119,0.6459
160,23.9971,5.545,13.0604,-0.3922,0.4469,0.06
180,17.7243,2.0518,7.8171,-0.5452,-2.6542,-0.085
200,-0.7159,1.7669,-3.0335,-0.239,-3.411,-0.7642
220,-2.8252,4.1252,-5.6479,-0.2174,-0.0909,-0.684
240,6.9025,5.1356,1.9393,-0.231,1.6118,0.0733
260,13.5847,3.802,5.7317,0.0016,1.0405,-0.1956
280,13.2304,2.1955,5.3271,0.2966,-0.5055,-0.6851
300,7.9057,2.5379,1.8028,0.2806,-1.1119,-0.7709
320,5.8682,3.3471,0.8739,0.0317,-0.2635,-0.1729
340,8.655,3.6679,2.66,-0.0685,0.2449,0.2233
360,9.6247,2.6983,3.4189,-0.0517,0.0573,0.2483
380,9.0788,3.1196,2.4253,-0.0482,-0.0925,0.1612
400,8.4539,3.4979,1.8387,-0.0671,-0.0951,0.1977
420,8.1403,3.7038,1.6041,-0.1116,0.1039,0.219
440,8.7915,4.0438,2.0423,-0.0831,0.3184,0.1879
460,9.9,4.1515,2.6217,-0.0901,0.295,0.2177
480,10.0916,4.3263,2.873,-0.1127,0.1324,0.2374
500,10.2544,4.5753,3.3686,-0.0925,0.0402,0.2022
520,10.8481,4.5993,3.6392,-0.0309,-0.0837,0.1175
540,10.7332,3.9049,4.3981,0.0845,-0.296,0.0155
560,9.7252,2.8611,4.8411,0.1708,-0.5023,-0.3158
580,9.4164,3.2777,3.3136,-0.045,-0.5196,-0.462
600,8.1714,2.8994,2.6647,-0.3552,-0.2611,-0.1612
620,8.8155,1.6855,-0.0311,-0.5279,-0.2329,-0.3365
640,7.3717,-0.1532,-4.5969,-0.5446,-0.3568,-0.3928
660,1.1396,-2.2122,-8.8035,-1.3704,-0.0003,0.5737
680,-7.2281,1.6759,-9.1123,-1.8079,2.0781,1.0635
700,-2.2793,8.3055,2.9521,-0.6582,4.3425,0.6448
720,19.3619,8.5234,21.0594,0.2004,4.2522,-0.0831
740,33.593,8.4803,23.3363,0.3901,0.2164,-0.2713
760,19.2637,4.1228,14.6525,0.0045,-3.6527,0.0698
780,-4.8411,-1.0415,-5.9759,-0.5705,-3.59,0.4058
800,-15.0523,1.2522,-15.4857,-0.7171,0.299,0.5534
820,-3.6176,3.8211,-1.0415,0.2113,3.5277,0.3339
840,19.1464,5.8227,16.4625,0.6595,3.4374,-0.2654
860,28.7927,7.8721,20.8343,0.6049,-0.1972,-0.7024
880,21.2581,5.794,13.6757,0.4117,-3.3966,-0.4676
900,-1.3886,-2.7605,-4.2689,-0.0266,-4.5045,-0.3115
920,-14.3604,2.0662,-16.1585,0.0458,-0.3019,-0.7189
940,3.9361,3.8259,3.7326,0.4301,3.2897,-0.1689
960,22.2158,3.7445,15.3205,-0.4077,2.0067,0.0085
980,18.5168,4.8602,10.8888,-0.4048,-0.9646,-0.2385
1000,8.1954,5.8251,1.6759,-0.0794,-2.063,-0.4
1020,0.4453,3.6512,-4.3838,0.3203,-0.7626,-0.3965
1040,5.0182,2.2553,0.3256,0.3957,0.5281,-0.3592
1060,8.6718,2.6552,3.9121,0.1951,0.667,-0.2944
1080,10.7691,4.0079,4.8602,0.0618,0.304,-0.2182
1100,9.0405,3.8547,3.3974,0.0741,-0.1372,-0.1673
1120,7.5489,3.9863,2.1428,0.0927,-0.1316,-0.1524
1140,8.2863,4.0151,2.7629,-0.0027,0.1151,0.0085
1160,8.9974,4.1492,3.1125,-0.0072,0.0685,0.1005
1180,9.0357,4.5681,2.9999,0.1231,-0.0919,0.1132
1200,8.3965,3.972,3.2034,0.1244,-0.1769,0.1537
1220,8.0661,4.0797,2.5379,0.0802,-0.1194,0.0839
1240,8.8274,4.3311,2.988,0.065,-0.0067,0.0941
1260,8.9902,4.3934,2.9928,-0.0248,-0.1143,0.1676
1280,8.9184,4.7262,3.1891,-0.0024,-0.0605,0.1615
1300,10.1849,5.4444,4.6471,0.1548,-0.0717,-0.0197
1320,12.2009,5.8945,7.003,0.2289,-0.3885,-0.1849
1340,11.5855,5.4085,6.11,0.1282,-0.902,-0.1783
1360,8.169,2.047,1.0463,0.0549,-1.3472,-0.2936
1380,0.4022,-2.3415,-9.3398,-0.1396,-1.1479,-0.4274
1400,-6.1794,-2.4062,-11.2719,-0.5244,1.1183,-0.2217
1420,3.9792,4.2737,2.7845,-1.5228,3.0912,0.0711
1440,11.7005,6.7229,6.0717,-1.1058,1.7115,0.3741
1460,10.9726,7.9895,9.651,0.2198,0.8239,-0.6989
