timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,15.1266,4.458,7.5489,0.4706,-1.6699,-0.1596
20,6.9623,-0.3256,0.7374,0.0277,-2.1642,0.2683
40,-0.8547,-0.996,-7.1491,-0.1801,-1.1778,0.0927
60,1.6616,2.6815,-3.6679,-0.3493,1.4186,0.2958
80,9.6103,4.0797,4.4652,-0.7277,2.667,1.0722
100,17.0922,2.6528,9.4834,-0.663,1.8301,0.943
120,15.84,3.1316,7.9918,-0.0341,-0.2372,-0.0397
140,13.125,3.4764,5.612,0.2188,-1.0688,-0.2446
160,10.0126,2.1261,2.7869,0.0013,-1.2292,0.1647
180,6.6391,0.9146,0.905,-0.1545,-0.8716,0.2523
200,7.1898,1.336,1.0367,-0.1183,-0.2246,0.0743
220,8.5976,1.6855,2.1428,-0.1561,0.0147,0.0021
240,8.9064,2.2482,2.3487,-0.1913,0.033,-0.0245
260,8.8418,2.7964,2.3559,-0.0746,0.0871,-0.0685
280,8.9759,2.3774,2.8276,0.0677,0.0901,-0.158
300,8.995,2.7916,3.0358,0.0999,0.1561,-0.1391
320,9.9958,2.9305,3.9576,-0.0112,0.2793,0.0754
340,10.9008,2.7294,4.2329,-0.1492,0.0557,0.1956
360,10.0245,2.9425,3.5362,-0.0845,-0.2835,0.1777
380,9.0453,3.0287,3.3327,0.0277,-0.2593,0.1577
400,8.9998,2.2362,3.4453,-0.0043,-0.1263,0.1727
420,9.1315,1.3647,1.9321,-0.0482,-0.1175,0.0029
440,9.3278,0.158,-0.8571,0.113,-0.3581,-0.1543
460,6.8307,-1.5778,-3.6105,0.0282,-0.4538,-0.2395
480,1.4246,-3.0789,-8.8226,-0.2601,-0.4325,-0.0863
500,-5.3989,1.6257,-6.7516,-0.4226,1.9071,0.3698
520,6.2824,5.102,9.3374,-0.8396,4.8232,1.4306
540,23.2381,4.3574,20.6284,-1.0994,3.6697,1.339
560,24.9189,6.4308,19.9102,0.0901,-0.6254,-0.0594
580,19.5678,4.8267,16.0028,0.4943,-3.1674,-0.3086
600,9.0381,1.6113,6.0645,-0.1151,-3.8285,-0.0618
620,3.3279,-2.6384,-2.5067,-0.4298,-3.2106,-0.2094
640,-10.0437,-6.2656,-17.2191,-0.263,-2.598,-0.9435
660,-12.7012,0.893,-14.5711,0.1306,2.6862,-0.1482
680,8.1116,0.644,10.6063,-0.457,6.2075,1.3113
700,21.9022,3.565,18.9621,-0.9001,2.9862,0.5415
720,18.8496,6.7133,10.9104,0.6523,-0.4895,-1.2375
740,17.9086,6.778,8.928,1.5396,-1.3089,-1.17
760,13.386,1.1492,5.7245,0.7442,-2.3196,-0.1428
780,2.4517,-2.66,-2.5307,0.1636,-2.4307,0.3102
800,-4.2808,-2.7605,-5.5306,-0.037,-0.4303,-0.1671
820,3.3495,1.6137,0.0335,-0.2561,2.1807,0.0815
840,12.2655,3.0239,7.3239,-0.7842,2.4872,0.8647
860,15.6629,2.3798,8.8418,-0.7104,0.8905,0.5638
880,13.7906,2.6528,7.0629,-0.061,-0.6925,-0.2811
900,11.9447,2.6217,5.3415,0.0165,-1.2409,-0.3211
920,9.0716,1.0223,3.2106,-0.235,-1.4429,-0.041
940,5.5043,1.0798,-0.0168,-0.3166,-1.0222,-0.0112
960,5.7437,1.9393,-0.6656,-0.1212,0.0685,-0.0115
980,7.8745,1.81,1.585,-0.0338,0.5209,0.0288
1000,8.825,1.7669,1.8747,-0.1218,0.5558,0.1066
1020,8.4874,2.0111,2.2625,-0.1029,0.6635,0.1527
1040,9.3589,2.0973,3.4668,0.0093,0.7658,0.1244
1060,10.7787,2.0638,5.8371,-0.0919,0.8316,0.2497
1080,13.0173,2.1548,7.4627,-0.2489,0.5423,0.1948
1100,14.2263,1.9489,7.1323,-0.3541,-0.2814,0.0234
1120,12.1099,0.8332,4.2066,-0.5257,-1.2774,0.049
1140,5.8873,-0.7063,-0.7326,-0.4583,-1.7954,-0.2635
1160,-1.1588,-1.0654,-5.0326,-0.0925,-1.0944,-0.6454
1180,-0.6704,0.9529,-3.0598,-0.0338,1.5023,-0.3749
1200,8.5736,2.5163,5.1427,-0.0946,2.9569,0.2451
1220,14.9374,4.6064,9.9886,-0.2606,2.25,0.4541
1240,19.0674,4.9536,10.7739,0.2537,0.3994,0.1308
1260,18.1816,4.3167,11.157,0.5846,-1.339,0.0919
1280,11.643,-0.8547,6.098,0.4506,-3.0028,0.1791
1300,-4.3215,-7.9464,-4.391,0.3163,-3.7419,-0.8513
1320,-16.1345,-4.8363,-14.2335,-0.0112,-0.5569,-1.6795
1340,-5.7078,4.537,-0.4094,-0.7815,5.483,0.4231
1360,17.4681,6.5146,19.6875,-2.047,7.3821,2.4429
1380,32.2164,4.9105,22.6803,-1.6398,2.4245,1.4874
1400,27.3873,2.5498,17.1832,-0.1029,-2.3214,0.3256
1420,9.9503,-0.1341,8.0613,0.0083,-4.4006,0.0195
1440,-6.2225,-4.2952,-6.7971,0.0935,-3.8933,-0.8159
1460,-14.5448,0.2011,-15.9957,0.2707,-0.182,-1.0613
1480,2.0566,4.786,4.2952,0.1484,4.7007,0.4964
1500,21.6651,1.7837,18.8855,-0.9348,3.7587,1.247
1520,18.9238,0.3807,11.1929,0.0698,-0.7682,-0.6568
1540,13.5153,2.3559,6.6559,0.9012,-2.0006,-1.267
1560,10.0317,2.059,3.0622,0.2041,-1.6252,-0.1292
1580,7.1778,0.5363,1.5586,0.0677,-0.6843,0.4194
1600,10.8745,-1.336,3.067,-0.0192,-0.3192,0.0224
1620,11.6119,-0.893,7.5729,-0.0317,-0.8876,0.3299
1640,4.6471,0.3974,7.9918,-0.2276,-1.9742,-0.3349
1660,2.1596,2.9904,-0.7661,-0.0365,-1.9998,-0.7264
1680,2.4325,1.7119,-1.6185,0.2382,-0.4996,-0.0655
