timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,12.3708,3.9983,3.3112,0.5545,-0.9462,-0.538
20,10.6326,1.7621,0.4094,0.5412,-1.4088,-0.2102
40,4.8339,-4.0199,-5.2146,0.4628,-1.6212,-0.1876
60,-6.5146,-8.2768,-14.4706,-0.2257,-0.5103,-0.4279
80,-5.9807,-0.0096,-6.79,-0.8482,3.5448,0.3208
100,8.9878,4.8219,10.4244,-1.2268,5.5901,1.5156
120,20.4968,7.3789,17.7506,-0.5436,3.7225,0.7576
140,27.0593,6.8546,20.0562,0.9411,0.1849,-0.9134
160,22.0099,6.754,15.9286,1.2265,-3.0558,-1.0893
180,8.7269,0.6752,5.5809,0.6123,-4.0955,0.0482
200,-5.4947,-6.6918,-8.0134,0.1284,-3.4645,-0.1212
220,-12.4786,-3.2657,-14.0923,0.0234,0.1282,-0.5742
240,2.7773,4.1061,1.6424,-0.9009,4.0486,0.8564
260,17.4896,3.8978,12.5121,-1.6281,3.5136,1.804
280,18.9645,3.8714,12.5528,-0.3301,0.109,0.0959
300,15.6293,5.7533,8.9256,0.4575,-1.8764,-0.8497
320,8.7484,1.3647,0.6776,0.1092,-2.407,-0.1127
340,-4.6543,-2.9305,-8.5329,-0.1207,-1.449,0.1146
360,-2.2625,0.0215,-4.5322,-0.5089,1.954,0.3693
380,10.6255,3.4069,6.9504,-0.996,3.5543,0.9835
400,18.9046,2.8922,11.1594,-0.6504,1.7139,0.66
420,16.2064,3.62,8.9352,0.3102,-0.6979,-0.6177
440,13.1944,4.2617,6.1794,0.4804,-1.4778,-0.6678
460,8.7125,1.7166,2.5714,0.1833,-1.5047,-0.1236
480,5.114,0.6871,-0.2801,0.0091,-0.8735,-0.0522
500,6.6104,1.4748,0.8547,-0.0634,0.1348,-0.0168
520,9.4379,2.2984,2.7605,-0.1282,0.4599,0.0845
540,10.5943,2.0135,3.8547,-0.1154,0.2979,0.125
560,10.5919,2.2434,3.8403,0.0453,-0.0109,-0.0226
580,10.003,1.7813,3.9983,0.1873,-0.2673,-0.1375
600,9.7468,1.968,3.8379,0.1255,-0.2995,-0.0903
620,10.0676,1.8196,4.1587,0.0743,-0.3123,-0.0221
640,10.4267,2.15,4.5993,0.0112,-0.4066,-0.0237
660,10.501,2.624,5.2912,0.0432,-0.5417,0.0043
680,10.4842,2.5618,4.9297,0.1889,-0.6928,-0.0951
700,10.0221,1.4533,1.8196,0.238,-0.9342,-0.1852
720,7.5226,-1.245,-4.0773,0.3549,-1.1237,-0.3765
740,1.087,-3.3686,-10.8864,0.7605,-0.9601,-0.8314
