timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,9.809,0.7709,0.486,-0.0837,0.0163,-0.0075
20,9.8234,0.7111,0.4166,-0.0821,0.1308,-0.0053
40,10.1299,0.5866,0.6153,-0.0858,0.0949,-0.0139
60,9.7468,2.3487,-0.2562,-0.0461,-0.2667,-0.397
80,10.2161,0.5339,1.0894,0.1916,-0.0938,-0.3357
100,10.082,0.146,0.4741,0.1593,-0.1652,-0.4778
120,10.1155,0.7159,-0.1269,0.1823,-0.0448,-0.7546
140,10.8888,1.0151,0.4764,0.2145,-0.033,-1.1338
160,11.3796,1.8483,0.917,0.0477,0.1255,-0.927
180,10.4579,2.1141,1.3312,-0.0464,0.8668,-0.2856
200,9.2536,1.743,1.245,-0.2515,1.7317,-0.1106
220,11.2719,2.0758,1.7286,-0.324,1.9225,-0.0624
240,10.07,2.2194,0.838,-0.3509,0.8673,0.1266
260,9.414,1.8579,1.0127,-0.1753,0.4175,-0.2393
280,10.5393,2.0758,2.3535,0.0053,0.174,-0.6262
300,11.1642,2.3272,3.8355,-0.0448,0.2398,-0.4005
320,11.0038,2.3607,4.4891,-0.1988,0.2206,0.0671
340,9.9766,1.6113,3.62,-0.3461,0.1788,0.4828
360,9.4164,1.2115,1.585,-0.3144,-0.2244,0.4405
380,8.6072,1.7765,-1.7095,-0.0048,-0.8338,0.1458
400,6.5434,0.8667,-3.2465,0.3704,-0.89,-0.1796
420,7.0318,1.0271,-2.9329,0.5462,-0.4794,-0.4085
440,6.3925,0.4836,-0.1628,0.4586,-0.0661,-0.1911
460,7.197,1.6999,4.3838,0.149,0.3163,-0.4383
480,12.8066,4.6448,8.1642,0.1617,-0.2662,-0.8218
500,14.8704,4.707,9.1889,0.2145,-1.1461,-0.7653
520,12.2775,2.4995,4.8147,-0.3219,-0.9459,-0.0898
540,8.3199,1.1684,-5.1763,-0.8431,0.36,0.8958
560,5.3893,-0.4118,-12.9957,-0.6734,1.282,1.8423
580,-0.1125,-0.7039,-11.6262,0.0949,1.0224,0.8021
600,5.4564,4.4197,0.8954,1.2545,0.226,-1.853
620,15.3923,4.7764,14.2718,1.2726,-1.069,-3.2911
640,18.2725,5.8012,13.3166,-0.0053,-0.3296,-1.7296
660,15.3013,2.7845,5.035,-1.2148,1.1138,1.1535
680,8.2887,2.1524,-2.7533,-1.4104,1.5705,2.9524
700,3.9552,0.7063,-4.8052,-0.6376,0.5825,1.6374
720,6.0789,1.549,-3.4381,0.0877,-0.2041,-0.6571
740,10.0844,2.3631,-0.1987,0.2774,-0.1945,-0.9974
760,10.7787,2.8802,3.0047,-0.056,0.2585,-0.2403
780,9.7875,3.0694,4.3622,-0.4642,0.797,0.2915
800,8.7364,2.6552,3.2394,-0.6662,1.104,0.3944
820,9.2991,2.4493,2.3296,-0.6041,1.0485,0.1873
840,9.3494,2.3152,1.9776,-0.3944,0.825,0.0711
