timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,10.0652,4.1132,4.7094,-0.0362,-0.061,0.1612
20,10.9654,2.4157,2.047,-0.0719,-0.4218,0.0493
40,5.8993,0.4453,-2.2984,0.0088,-0.2089,0.1655
60,5.1356,0.6201,-0.8763,-0.3421,0.785,0.477
80,8.8753,1.6712,1.9321,-0.5881,1.3067,0.3621
100,8.7173,2.5666,-0.0144,-0.2606,0.5143,-0.3427
120,6.1794,6.3039,6.2944,0.2553,0.9641,-0.4279
140,18.0068,6.2656,14.6094,0.1452,0.8391,-0.1716
160,20.0371,4.7836,14.9877,0.384,-1.3145,-0.2923
180,7.7261,-0.9768,0.8835,0.2172,-3.0923,-0.3619
200,-10.4651,-4.3622,-14.4753,0.061,-1.5513,-0.7901
220,-9.56,0.8811,-9.9455,-0.1354,2.4557,-0.4562
240,9.074,6.0717,8.1642,-0.7011,4.1491,0.1977
260,25.7784,8.0685,21.3563,-0.6371,2.1629,0.4096
280,24.1048,8.4922,20.3579,-0.219,-1.0472,0.2489
300,16.0292,2.9592,5.0566,-0.7621,-3.8741,0.4647
320,-18.7203,-1.2426,-16.4218,0.3387,-2.8602,-0.1801
340,-6.4165,1.1971,-2.7677,0.3267,2.5343,-0.7282
360,18.8879,7.1443,13.9175,-0.2555,3.2186,-0.1314
380,23.7505,5.9927,15.3708,-0.1087,0.3301,0.2372
400,15.955,1.9249,8.5976,-0.0943,-2.0955,0.1511
420,-0.8954,1.3288,-3.9337,-0.0528,-2.1125,0.1005
440,0.3041,2.8922,-3.1364,-0.0242,0.5089,0.0719
460,9.153,3.723,4.2401,-0.0056,1.1271,0.1561
480,12.8329,3.9289,6.0047,0.0965,0.4096,-0.0842
500,10.6207,3.8307,5.2002,0.1591,-0.4165,-0.1351
520,9.2847,3.8379,4.1204,0.0722,-0.3581,0.0402
540,9.0549,3.0574,3.4572,-0.0743,-0.3802,0.3182
560,9.2129,2.7246,3.9552,-0.1228,-0.2284,0.2872
580,7.774,2.0183,1.0247,-0.0925,-0.684,0.0349
600,3.9792,2.8276,-0.3855,0.133,-0.1596,-0.3072
620,8.0948,3.45,2.5929,0.0016,0.6451,0.0557
640,10.8146,2.8323,3.1173,-0.1394,0.4271,0.1532
660,8.4683,2.2673,1.1229,0.0298,-0.0256,-0.1207
680,5.7509,1.9585,-1.2761,0.1023,0.1274,-0.2457
700,3.8547,3.5865,-2.2194,0.3461,0.6105,-0.4455
720,6.3566,3.5434,4.6471,0.4988,1.4957,-0.2499
740,18.3396,7.3837,14.4203,0.2036,1.878,-0.1604
760,28.6275,6.8714,16.0124,0.004,-0.3488,0.6424
780,14.0635,-0.8523,7.3167,0.1005,-3.5818,0.6773
800,-10.8649,-2.5786,-8.0876,0.5223,-3.3974,-0.9755
820,-13.2711,1.9609,-9.4188,0.3685,0.6582,-1.5204
840,2.9449,7.3119,4.2856,-0.7181,3.5855,0.417
860,22.4385,8.1666,15.0188,-0.8985,3.3529,1.2449
880,34.9146,4.9009,19.5582,-0.5572,-0.7922,0.9116
900,3.9911,-1.2785,1.1253,-0.0813,-5.8446,0.1295
920,-26.5278,-0.8811,-17.6141,0.6712,-1.6593,-1.3558
940,-6.7397,5.0422,-2.3559,0.0056,4.29,-0.6177
960,20.6883,7.9655,17.018,-0.9603,5.3857,0.8151
980,32.3457,4.786,17.5974,-0.4652,1.0325,0.5665
1000,20.4369,3.4979,10.987,-0.0368,-3.1616,-0.0538
1020,-2.5833,3.2346,-3.2346,0.2667,-3.0049,-0.0594
1040,-1.1827,0.7661,-2.8252,0.1644,0.3712,-0.1958
1060,8.9447,1.9178,5.1595,-0.2801,1.4269,0.0187
1080,14.7052,3.4117,6.5074,-0.3059,0.7655,-0.0266
1100,14.0803,3.96,6.3829,0.1055,-0.5609,-0.2329
1120,9.5529,2.8754,3.371,0.1404,-1.2271,-0.2798
1140,5.5617,2.4325,0.8787,-0.0141,-0.676,-0.0743
1160,6.7947,3.3088,1.8771,-0.1194,0.1697,0.0722
1180,10.0078,4.0534,4.1994,-0.1175,0.238,0.0248
1200,11.5855,4.0582,5.2289,-0.1879,-0.0437,0.2665
1220,10.7524,3.4405,4.3958,-0.2915,-0.4751,0.389
1240,6.4715,2.3224,0.8787,-0.142,-0.9238,-0.0123
1260,3.6536,2.9856,-0.8978,0.1849,-0.4628,-0.5153
1280,6.4045,2.6528,0.0455,-0.0802,0.3126,-0.0408
1300,4.6878,1.9369,-0.7302,-0.1561,0.4394,0.0648
1320,4.5466,3.4955,1.4485,0.069,0.8945,-0.2481
1340,13.0676,6.3422,8.1954,0.1799,1.5495,0.0053
1360,26.7097,8.011,15.8927,0.1442,0.5891,0.3696
1380,25.6347,5.3893,11.8417,0.5255,-3.5711,0.76
1400,-8.8538,-2.8323,-3.7278,1.5364,-5.6757,-0.8812
1420,-14.4275,-2.32,-13.5153,1.1053,-0.9936,-2.035
1440,3.8738,2.5738,1.9321,-0.8021,3.1653,0.6083
1460,14.607,5.1787,5.7413,-1.7603,3.3742,2.0142
1480,17.1233,3.2537,6.505,-0.8809,0.8513,0.8415
1500,11.4634,3.5674,4.0677,-0.2249,-1.0677,-0.3544
1520,7.2018,6.0789,1.5778,-0.2795,-0.6289,0.0549
1540,10.0461,6.2225,3.0909,-0.3086,0.1601,0.5753
1560,10.6757,2.3631,2.7725,-0.0895,-0.4242,0.3232
1580,0.9697,-1.0965,-2.399,0.2856,-0.9878,-1.0134
1600,-1.1756,1.166,-4.3,0.3381,0.5798,-1.5244
1620,8.0349,5.7509,4.5131,-0.4389,2.6819,-0.287
1640,22.0674,7.2568,13.3046,-0.7759,2.209,0.6019
1660,29.7695,7.0749,15.6509,-0.5995,-1.1088,0.5063
1680,11.0109,2.648,4.5155,-0.061,-4.8256,0.1692
1700,-15.1792,-2.0303,-11.5736,0.5585,-3.1706,-1.1754
1720,-7.7764,-0.3328,-8.0421,0.1631,1.8026,-0.9185
1740,10.4435,5.5091,7.9535,-0.9182,4.0308,0.7256
1760,25.7041,4.6878,13.6589,-0.8524,2.2255,1.1556
1780,20.899,3.4596,9.0429,0.0978,-1.9473,0.0027
1800,3.0502,2.1811,-0.8859,0.6134,-3.1666,-0.6009
1820,-7.0844,0.7949,-7.9871,0.5449,-0.5817,-0.5337
1840,-0.5459,2.5187,-1.1061,-0.1242,2.1549,0.3142
1860,10.7212,5.023,8.0469,-0.5183,3.1613,0.8383
1880,19.7402,6.5098,11.643,-0.291,1.6643,0.5244
1900,20.7338,5.624,10.4244,0.0445,-1.069,0.4135
1920,5.466,1.6999,-0.0287,0.1636,-2.5466,0.445
1940,-5.0182,-0.5794,-9.2129,0.4956,-0.6576,-0.3142
1960,3.2274,2.1811,-0.7159,0.0168,1.9654,-0.1282
1980,12.864,4.3527,5.9448,-0.6984,2.5583,0.7645
