timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,9.8593,1.1109,-0.7997,-0.0858,0.1298,-0.0101
20,9.9671,1.1612,-0.7853,-0.0837,0.1252,-0.0112
40,9.8665,1.0463,-0.7973,-0.1007,0.118,0.0181
60,9.8043,1.1372,-0.8404,-0.0962,0.1458,-0.0093
80,9.9144,1.1468,-0.7135,-0.0903,0.1495,-0.0008
100,9.8713,1.1277,-0.6823,-0.0941,0.1303,0.0112
120,9.7229,1.142,-0.7685,-0.0901,0.1455,0.0008
140,9.8186,1.1037,-0.6943,-0.0901,0.1753,-0.0008
160,9.8497,1.1301,-0.656,-0.1015,0.1887,0.0373
180,9.9742,1.1157,-0.5171,-0.1002,0.1977,0.0213
200,10.1299,1.1109,-0.4142,-0.0909,0.1519,-0.0032
220,9.8713,1.0702,-0.5076,-0.0941,0.1258,0.0072
240,9.6343,1.0558,-0.6105,-0.0914,0.1801,-0.0277
260,9.7923,1.1875,-0.4693,-0.0818,0.2161,-0.0472
280,9.9671,1.1947,-0.34,-0.0901,0.1982,-0.0005
300,10.1107,1.0942,-0.2538,-0.0975,0.1346,0.029
320,9.9216,1.0247,-0.3352,-0.0959,0.0813,0.0163
340,9.9934,1.1061,-0.2825,-0.0914,0.0922,-0.0019
360,9.9431,1.0918,-0.3376,-0.0834,0.0648,-0.0168
380,9.8234,1.1396,-0.3591,-0.0898,0.0834,-0.0059
400,9.8186,1.0726,-0.2993,-0.0829,0.0911,-0.016
420,9.8234,1.1109,-0.3328,-0.0837,0.1271,-0.0266
440,9.9934,1.154,-0.1652,-0.0882,0.118,-0.0083
460,9.9096,1.1181,-0.2179,-0.0893,0.0842,0.0077
480,9.7707,1.0295,-0.2274,-0.0874,0.101,-0.0109
500,9.9934,1.1732,-0.17,-0.0919,0.1143,0.0123
520,9.991,1.0965,-0.1748,-0.0887,0.0797,0.0139
540,9.9192,1.1037,-0.1772,-0.0826,0.0546,-0.0147
560,9.9311,1.1061,-0.1484,-0.0869,0.0466,-0.004
580,9.8234,1.1229,-0.1796,-0.0839,0.0261,-0.0123
600,9.8354,1.166,-0.2346,-0.0821,0.065,-0.0136
620,10.0149,1.0989,-0.146,-0.0858,0.0634,0.0043
640,10.0221,1.0894,-0.1389,-0.0927,0.0378,0.0173
660,9.8761,1.0846,-0.1532,-0.0863,0.0322,0.0067
680,9.9647,1.1277,-0.1365,-0.0914,0.0384,-0.0019
700,9.9551,1.1588,-0.1484,-0.0869,0.0109,0.0133
720,9.9288,1.0606,-0.1628,-0.0818,0.0152,0.0008
740,10.0413,1.0774,-0.0886,-0.0863,0.0045,0.012
760,9.9671,1.0343,-0.1221,-0.089,-0.0386,0.0053
780,9.8426,1.1995,-0.1987,-0.077,-0.0378,-0.0157
800,9.9886,1.0942,-0.1676,-0.0741,-0.0592,-0.0115
820,10.0796,1.0918,-0.1413,-0.0791,-0.1162,0.0128
840,10.003,1.0678,-0.2705,-0.085,-0.1375,0.0445
860,9.9288,1.0127,-0.3041,-0.0711,-0.1308,0.0027
880,9.8569,1.0726,-0.3448,-0.0677,-0.1242,-0.0163
900,9.8497,1.142,-0.3472,-0.0741,-0.1252,0.0115
920,10.1155,1.1588,-0.2394,-0.0642,-0.1823,0.0179
940,10.3956,1.2426,-0.2131,-0.0338,-0.368,0.0504
960,10.0461,0.8332,-0.5818,-0.0211,-0.4495,0.0405
980,9.5241,0.9074,-0.9146,-0.0184,-0.3944,-0.1212
1000,9.8354,1.1277,-0.9481,-0.0357,-0.2356,-0.089
1020,10.0293,1.0415,-0.7159,-0.0823,-0.2483,0.0029
1040,10.0485,1.1349,-0.8619,-0.0847,-0.3088,0.0349
1060,10.1873,1.0415,-0.8332,-0.0781,-0.376,0.0432
1080,10.1059,0.9385,-0.9505,-0.081,-0.4415,0.0072
1100,9.8019,1.0343,-1.2905,-0.1034,-0.449,-0.0053
1120,9.6917,1.0965,-1.494,-0.0951,-0.3954,-0.0314
1140,9.6175,1.063,-1.5131,-0.1013,-0.3501,-0.028
1160,9.572,1.1253,-1.5562,-0.1013,-0.3115,-0.0195
1180,9.6199,1.1133,-1.6807,-0.0901,-0.2633,-0.0272
1200,9.6247,1.0678,-1.7334,-0.0858,-0.2342,-0.0528
1220,9.6367,1.0511,-1.743,-0.0879,-0.2156,-0.0514
1240,9.7276,0.9912,-1.7502,-0.109,-0.2217,-0.0589
1260,10.1227,1.2306,-1.5826,-0.1151,-0.2955,-0.0893
1280,10.2304,1.2641,-1.7286,-0.0751,-0.4202,-0.1047
1300,9.9551,0.9768,-1.98,-0.0821,-0.4836,-0.114
1320,9.7109,1.1133,-2.296,-0.1116,-0.4442,-0.061
1340,9.5074,1.087,-2.3631,-0.1218,-0.4021,-0.0549
1360,9.3422,1.2689,-2.5115,-0.1244,-0.36,-0.0509
1380,9.1913,1.3647,-2.6025,-0.1111,-0.287,-0.0306
1400,9.2368,1.2091,-2.5809,-0.0986,-0.2086,-0.048
1420,9.2727,1.2761,-2.6911,-0.1023,-0.1575,-0.0384
1440,9.3494,1.2857,-2.66,-0.101,-0.1127,-0.0179
1460,9.3015,1.2881,-2.739,-0.1013,-0.0655,-0.0144
1480,9.4571,1.221,-2.6456,-0.0901,-0.0096,-0.0104
1500,9.6007,1.245,-2.6815,-0.0871,0.0059,-0.0179
1520,9.6702,1.2067,-2.557,-0.0957,-0.0242,-0.0192
1540,9.663,1.3336,-2.6504,-0.0959,-0.0453,-0.0179
1560,9.7181,1.2139,-2.5809,-0.0855,-0.0837,-0.0533
1580,9.6007,1.1947,-2.7294,-0.0997,-0.1164,-0.0304
1600,9.6702,1.3072,-2.6719,-0.0938,-0.1218,-0.028
1620,9.7085,1.3312,-2.7653,-0.0725,-0.1716,-0.0671
1640,9.5768,1.2785,-2.7749,-0.0789,-0.2062,-0.0735
1660,9.4786,1.3431,-2.8802,-0.0805,-0.2084,-0.0549
1680,9.4715,1.3336,-2.9209,-0.0853,-0.2214,-0.0637
1700,9.3948,1.3695,-3.0646,-0.0797,-0.2057,-0.057
1720,9.3422,1.3408,-3.0765,-0.073,-0.1855,-0.0498
1740,9.2392,1.3001,-3.1316,-0.0733,-0.1601,-0.0437
1760,9.2177,1.4222,-3.2226,-0.077,-0.1082,-0.0136
1780,9.2632,1.3527,-3.213,-0.0746,-0.0754,-0.0242
1800,9.2344,1.4078,-3.2489,-0.0773,-0.0496,-0.0197
1820,9.2296,1.3743,-3.2394,-0.0735,-0.0077,-0.0069
1840,9.4068,1.3408,-3.2106,-0.0783,0.0131,-0.0184
1860,9.4763,1.3288,-3.146,-0.0818,-0.0205,-0.0224
1880,9.3302,1.3934,-3.2633,-0.0826,-0.0245,0.0008
1900,9.4379,1.4054,-3.2082,-0.0759,-0.0117,-0.0131
1920,9.4858,1.3384,-3.1819,-0.0759,-0.045,-0.0309
1940,9.2464,1.3719,-3.292,-0.0847,-0.0546,-0.0149
1960,9.1985,1.3599,-3.3591,-0.0874,-0.025,-0.0091
1980,9.3589,1.4269,-3.2705,-0.0823,-0.0128,-0.0043
