timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,6.9336,2.4517,6.8019,-0.0821,-0.0258,-0.0528
20,6.8929,2.3966,6.845,-0.0514,-0.0472,-0.0208
40,6.6343,2.138,6.7612,-0.0677,-0.0346,-0.033
60,6.8283,2.3032,6.7636,-0.0906,0.0149,-0.0264
80,7.003,2.3511,6.8618,-0.0773,-0.0005,-0.0008
100,6.8259,2.32,6.7947,-0.0733,-0.0322,0.0027
120,6.7157,2.3296,6.7301,-0.0717,-0.0027,0.0045
140,6.8402,2.1883,6.8211,-0.0706,0.0261,0.0115
160,6.8259,2.1596,6.8019,-0.097,0.0386,0.0181
180,6.8474,2.308,6.766,-0.1045,0.0562,0.0218
200,6.9887,2.387,6.8091,-0.0863,0.0605,0.0285
220,6.9767,2.2338,6.8785,-0.0858,0.0405,0.0232
240,6.9528,2.162,6.8235,-0.1127,0.0461,0.0269
260,6.7947,2.1596,6.7516,-0.1535,0.0695,0.0173
280,6.8115,2.3487,6.7253,-0.1591,0.0935,-0.0163
300,6.9719,2.4397,6.8498,-0.1196,0.0877,-0.0269
320,7.1467,2.3511,6.9192,-0.089,0.056,-0.0077
340,6.9887,2.1284,6.9599,-0.0903,0.0192,0.0003
360,6.9695,2.0901,6.8498,-0.0815,0.0048,-0.0152
380,6.7804,1.798,6.9049,-0.1077,0.0085,-0.049
400,6.9097,2.1907,6.7373,-0.1687,0.0211,-0.0834
420,6.9432,2.8611,6.7062,-0.1471,-0.0157,-0.0674
440,6.5457,2.7366,6.5338,-0.0573,0.0101,-0.0195
460,6.5457,2.0734,6.6439,-0.0453,0.1047,0.0069
480,6.7445,1.9968,6.7181,-0.0922,0.1727,0.0131
500,6.6679,2.083,6.7924,-0.1274,0.2467,0.0032
520,6.7924,2.5139,6.7947,-0.1447,0.3102,-0.0354
540,7.2664,2.739,7.0366,-0.0637,0.2643,-0.0195
560,6.9767,2.2027,7.1994,-0.0107,0.1338,-0.0506
580,6.766,2.0063,7.0102,-0.0578,0.0661,-0.114
600,6.79,2.2362,7.0054,-0.0943,0.0538,-0.1212
620,6.857,2.3774,7.0677,-0.0773,0.0256,-0.1005
640,6.7516,2.1691,7.027,-0.0754,0.0171,-0.0813
660,6.778,2.2769,6.9983,-0.0959,0.0125,-0.0701
680,6.6918,2.3894,6.936,-0.0962,0.0176,-0.024
700,6.6176,2.2553,6.9336,-0.0917,0.0546,0.0043
720,6.8067,2.3248,7.0701,-0.0823,0.0354,-0.0163
740,6.778,2.3511,6.9983,-0.0853,0.0067,-0.0171
760,6.6846,2.4181,6.9264,-0.085,0.0256,0.0139
780,6.7157,2.308,6.9432,-0.0778,0.0248,-0.0011
800,6.7277,2.2745,6.9671,-0.0751,0.0091,-0.0147
820,6.6846,2.375,6.924,-0.0949,0.0181,0.0069
840,6.6367,2.3463,6.9073,-0.0837,0.0381,0.0136
860,6.7349,2.3152,6.9528,-0.0949,0.041,0.0059
880,6.857,2.4924,6.9911,-0.0858,0.0131,0.0051
900,6.7253,2.2984,6.9647,-0.0648,-0.0029,0.0171
920,6.6343,2.1572,7.015,-0.0861,0.0107,0.0226
940,6.6942,2.4229,6.9863,-0.0879,0.0208,0.0266
960,6.7924,2.2984,6.9887,-0.069,0.0384,0.045
980,6.7876,2.1021,7.015,-0.0882,0.0234,0.0253
1000,6.8235,2.411,6.9887,-0.1034,0.0139,0.0163
1020,6.7301,2.4397,6.8905,-0.0802,0.0048,0.0181
1040,6.6367,2.2458,6.9695,-0.0717,0.0037,0.0021
1060,6.6942,2.2386,6.9911,-0.081,0.0141,-0.0152
1080,6.6056,2.2505,6.9647,-0.0957,0.0205,-0.0051
1100,6.608,2.4086,6.9097,-0.1007,0.0413,0.0131
1120,6.7373,2.4157,6.9695,-0.0767,0.0429,0.0136
1140,6.699,2.1596,6.9863,-0.0738,0.0274,0.0016
1160,6.7229,2.2625,6.9504,-0.0989,0.0402,-0.0069
1180,6.7157,2.3248,6.9456,-0.0978,0.0288,-0.0173
1200,6.6559,2.3774,6.8666,-0.0946,0.036,-0.0104
1220,6.7373,2.3152,6.9145,-0.0877,0.0466,-0.0005
1240,6.6439,2.2529,6.9911,-0.0797,0.028,-0.0101
1260,6.6607,2.3248,6.8761,-0.0946,0.0616,0.0045
1280,6.7325,2.2434,6.948,-0.0797,0.0727,0.0277
