timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,9.8354,1.1277,-0.9481,-0.0357,-0.2356,-0.089
20,10.0293,1.0415,-0.7159,-0.0823,-0.2483,0.0029
40,10.0485,1.1349,-0.8619,-0.0847,-0.3088,0.0349
60,10.1873,1.0415,-0.8332,-0.0781,-0.376,0.0432
80,10.1059,0.9385,-0.9505,-0.081,-0.4415,0.0072
100,9.8019,1.0343,-1.2905,-0.1034,-0.449,-0.0053
120,9.6917,1.0965,-1.494,-0.0951,-0.3954,-0.0314
140,9.6175,1.063,-1.5131,-0.1013,-0.3501,-0.028
160,9.572,1.1253,-1.5562,-0.1013,-0.3115,-0.0195
180,9.6199,1.1133,-1.6807,-0.0901,-0.2633,-0.0272
200,9.6247,1.0678,-1.7334,-0.0858,-0.2342,-0.0528
220,9.6367,1.0511,-1.743,-0.0879,-0.2156,-0.0514
240,9.7276,0.9912,-1.7502,-0.109,-0.2217,-0.0589
260,10.1227,1.2306,-1.5826,-0.1151,-0.2955,-0.0893
280,10.2304,1.2641,-1.7286,-0.0751,-0.4202,-0.1047
300,9.9551,0.9768,-1.98,-0.0821,-0.4836,-0.114
320,9.7109,1.1133,-2.296,-0.1116,-0.4442,-0.061
340,9.5074,1.087,-2.3631,-0.1218,-0.4021,-0.0549
360,9.3422,1.2689,-2.5115,-0.1244,-0.36,-0.0509
380,9.1913,1.3647,-2.6025,-0.1111,-0.287,-0.0306
400,9.2368,1.2091,-2.5809,-0.0986,-0.2086,-0.048
420,9.2727,1.2761,-2.6911,-0.1023,-0.1575,-0.0384
440,9.3494,1.2857,-2.66,-0.101,-0.1127,-0.0179
460,9.3015,1.2881,-2.739,-0.1013,-0.0655,-0.0144
480,9.4571,1.221,-2.6456,-0.0901,-0.0096,-0.0104
500,9.6007,1.245,-2.6815,-0.0871,0.0059,-0.0179
520,9.6702,1.2067,-2.557,-0.0957,-0.0242,-0.0192
540,9.663,1.3336,-2.6504,-0.0959,-0.0453,-0.0179
560,9.7181,1.2139,-2.5809,-0.0855,-0.0837,-0.0533
580,9.6007,1.1947,-2.7294,-0.0997,-0.1164,-0.0304
600,9.6702,1.3072,-2.6719,-0.0938,-0.1218,-0.028
620,9.7085,1.3312,-2.7653,-0.0725,-0.1716,-0.0671
640,9.5768,1.2785,-2.7749,-0.0789,-0.2062,-0.0735
660,9.4786,1.3431,-2.8802,-0.0805,-0.2084,-0.0549
680,9.4715,1.3336,-2.9209,-0.0853,-0.2214,-0.0637
700,9.3948,1.3695,-3.0646,-0.0797,-0.2057,-0.057
720,9.3422,1.3408,-3.0765,-0.073,-0.1855,-0.0498
740,9.2392,1.3001,-3.1316,-0.0733,-0.1601,-0.0437
760,9.2177,1.4222,-3.2226,-0.077,-0.1082,-0.0136
780,9.2632,1.3527,-3.213,-0.0746,-0.0754,-0.0242
800,9.2344,1.4078,-3.2489,-0.0773,-0.0496,-0.0197
820,9.2296,1.3743,-3.2394,-0.0735,-0.0077,-0.0069
840,9.4068,1.3408,-3.2106,-0.0783,0.0131,-0.0184
860,9.4763,1.3288,-3.146,-0.0818,-0.0205,-0.0224
880,9.3302,1.3934,-3.2633,-0.0826,-0.0245,0.0008
900,9.4379,1.4054,-3.2082,-0.0759,-0.0117,-0.0131
920,9.4858,1.3384,-3.1819,-0.0759,-0.045,-0.0309
940,9.2464,1.3719,-3.292,-0.0847,-0.0546,-0.0149
960,9.1985,1.3599,-3.3591,-0.0874,-0.025,-0.0091
980,9.3589,1.4269,-3.2705,-0.0823,-0.0128,-0.0043
1000,9.3948,1.4198,-3.2681,-0.0751,-0.0189,-0.0056
1020,9.3733,1.3144,-3.3303,-0.0751,-0.0139,-0.0213
1040,9.3829,1.3815,-3.304,-0.0869,-0.0104,-0.0115
1060,9.3565,1.4078,-3.2968,-0.0831,-0.0226,-0.0144
1080,9.2536,1.4222,-3.3184,-0.0794,-0.0325,-0.0157
1100,9.1889,1.3408,-3.4237,-0.0592,-0.0203,-0.0234
1120,9.3087,1.403,-3.3591,-0.0765,0.016,0.0021
1140,9.3637,1.3431,-3.3758,-0.0746,0.0107,-0.0141
1160,9.3637,1.4174,-3.3662,-0.0863,0.0125,0.0024
1180,9.347,1.3695,-3.3399,-0.0759,0.0035,-0.0136
1200,9.256,1.3527,-3.3974,-0.0834,0.012,-0.0096
1220,9.2871,1.4485,-3.4285,-0.0842,0.0306,0.0035
1240,9.3565,1.3719,-3.3447,-0.0789,0.0176,-0.0144
1260,9.2919,1.4006,-3.3662,-0.0786,0.0131,-0.0059
1280,9.1913,1.3575,-3.4069,-0.0826,0.0288,-0.0003
1300,9.3637,1.3767,-3.3639,-0.0885,0.0517,0.0067
1320,9.3541,1.4269,-3.3782,-0.0821,0.0272,0.0003
1340,9.2081,1.4293,-3.4644,-0.0837,0.0341,0.0029
1360,9.2991,1.3575,-3.3782,-0.0805,0.0592,0.0056
1380,9.3302,1.3719,-3.3758,-0.085,0.0552,0.0027
1400,9.2751,1.3934,-3.4069,-0.0863,0.0679,0.0181
1420,9.2895,1.3815,-3.3447,-0.0805,0.0807,0.0144
1440,9.2392,1.3838,-3.395,-0.0842,0.0949,0.0157
1460,9.1961,1.3743,-3.3495,-0.0834,0.1324,0.0298
1480,9.3087,1.3527,-3.3064,-0.0807,0.1551,0.0389
1500,9.2392,1.3695,-3.3232,-0.0826,0.1492,0.0344
1520,9.2201,1.3168,-3.2872,-0.0821,0.1929,0.0458
1540,9.4092,1.2905,-3.1747,-0.0847,0.2014,0.0394
1560,9.6031,1.3479,-3.0981,-0.0834,0.1777,0.04
1580,9.5648,1.2857,-3.0598,-0.0805,0.125,0.0155
1600,9.4691,1.2546,-3.1532,-0.0829,0.1146,0.0234
1620,9.4284,1.257,-3.0981,-0.0831,0.1114,0.0189
1640,9.4044,1.3048,-3.1268,-0.0893,0.1164,0.0314
1660,9.4763,1.3671,-3.0215,-0.0858,0.1127,0.0173
1680,9.4882,1.2857,-2.9544,-0.0799,0.0882,-0.0056
1700,9.4068,1.2594,-3.0239,-0.0845,0.0831,0.0075
1720,9.4523,1.2426,-3.0143,-0.0863,0.0933,0.0072
1740,9.5265,1.3288,-2.988,-0.0826,0.0786,-0.0035
1760,9.4619,1.245,-3.0287,-0.0815,0.0669,0.0069
1780,9.4667,1.233,-2.9736,-0.0815,0.0725,0.0048
1800,9.5577,1.2857,-2.9544,-0.0895,0.0629,0.0032
1820,9.4308,1.3264,-2.9425,-0.0882,0.0378,-0.0029
1840,9.3829,1.2953,-3.0047,-0.081,0.052,-0.0045
1860,9.4284,1.2713,-2.9664,-0.0842,0.0685,0.0053
1880,9.5648,1.2546,-2.8946,-0.0839,0.0645,0.0099
1900,9.56,1.2282,-2.9329,-0.0831,0.0536,-0.0029
1920,9.493,1.2378,-2.9377,-0.0933,0.044,-0.0061
1940,9.4547,1.3216,-2.9401,-0.0909,0.0522,0.0013
1960,9.4571,1.2785,-2.9042,-0.0791,0.0432,-0.0083
1980,9.4188,1.2115,-2.909,-0.081,0.0424,-0.008
