timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
201432,10.1897,0.6823,0.2322,-0.1785,-0.5233,-0.0024,normal
201456,10.0772,0.4166,0.3974,-0.2284,-0.6302,0.0616,normal
201480,10.2448,0.7949,0.4597,-0.3938,-0.7197,0.3016,normal
201504,9.6965,1.2354,-0.0215,-0.3280,-0.7186,0.5260,normal
201528,9.0070,0.4621,-0.8811,-0.1865,-0.5918,0.3890,normal
201552,9.2680,0.1053,-0.9385,-0.1162,-0.3003,0.1745,normal
201576,10.0772,0.2466,-0.6057,-0.0903,-0.1436,0.0104,normal
201600,10.4579,0.5052,-0.3783,-0.0562,-0.1527,-0.0504,normal
201624,10.4411,0.2993,-0.3519,-0.0437,-0.2268,-0.0317,normal
201648,10.0269,0.3615,-0.6249,-0.0671,-0.3064,-0.0336,normal
201672,9.6582,0.5267,-0.8356,-0.0722,-0.2577,-0.0168,normal
201696,9.6103,0.5866,-0.9409,-0.0405,-0.1588,-0.0573,normal
201720,9.7971,0.4908,-0.8906,-0.0075,-0.0877,-0.0655,normal
201744,10.1634,0.2993,-0.6943,-0.0232,-0.0703,-0.0589,normal
201768,10.9415,0.0622,-0.4286,-0.0970,-0.1591,0.0751,normal
201792,11.4586,0.2107,-0.5962,-0.2164,-0.4586,0.1836,normal
201816,10.8888,0.8188,-0.6057,-0.2793,-0.7424,0.3070,normal
201840,9.8090,0.1748,-1.1540,-0.2979,-0.8052,0.2169,normal
201864,9.5241,0.3448,-1.6999,-0.2348,-0.5436,0.1511,normal
201888,10.2161,-0.4717,-1.3288,-0.1564,-0.3821,-0.0173,normal
201912,10.3980,-0.0311,-1.4198,-0.1460,-0.5249,-0.3288,normal
201936,10.2520,0.4334,-1.6281,-0.1689,-0.6488,-0.3264,normal
201960,9.9144,0.6297,-1.8747,-0.2084,-0.7099,-0.2265,normal
201984,9.5936,0.5267,-2.0494,-0.2060,-0.6749,-0.1391,normal
202008,9.6438,0.3448,-2.2386,-0.1892,-0.6278,-0.1945,normal
202032,9.7683,0.4310,-2.3966,-0.2033,-0.6137,-0.2750,normal
202056,9.7612,0.8835,-2.6073,-0.2086,-0.6670,-0.3472,normal
202080,9.5098,0.9553,-2.8012,-0.2097,-0.6933,-0.3528,normal
202104,9.3039,1.0175,-3.1651,-0.2254,-0.6009,-0.3043,normal
202128,9.6295,1.1037,-3.1939,-0.1860,-0.5092,-0.2971,normal
202152,9.8306,0.6345,-2.9066,-0.1471,-0.5716,-0.3880,normal
202176,9.8354,0.3998,-2.8491,-0.1703,-0.6813,-0.4890,normal
202200,9.3829,0.2801,-3.1292,-0.1980,-0.7639,-0.5031,normal
202224,9.0980,0.7254,-3.7134,-0.2923,-0.7408,-0.4346,normal
202248,8.9950,1.5562,-3.7996,-0.3328,-0.7738,-0.4866,normal
202272,8.7556,1.9896,-4.0510,-0.2443,-0.8287,-0.5766,normal
202296,8.6455,1.8004,-4.1108,-0.1828,-0.8306,-0.6019,normal
202320,8.6862,1.6376,-4.2186,-0.1775,-0.8226,-0.6145,normal
202344,8.7843,1.7980,-4.3407,-0.1796,-0.8327,-0.6235,normal
202368,8.7580,1.9297,-4.4700,-0.2012,-0.8863,-0.6646,normal
202392,8.6191,2.1476,-4.7094,-0.1993,-0.9238,-0.7917,normal
202416,8.5018,2.5881,-5.2553,-0.1825,-0.9110,-0.8905,normal
202440,8.7867,2.5115,-5.1667,-0.1553,-0.9489,-0.9598,normal
202464,8.4108,2.3631,-5.1140,-0.2017,-1.1098,-1.1191,normal
202488,7.6016,2.9999,-5.9544,-0.1897,-1.1421,-1.2572,normal
202512,7.3167,3.2729,-6.2130,-0.1679,-0.9888,-1.2015,normal
202536,7.3310,3.2489,-5.9328,-0.2257,-0.8609,-1.1295,normal
202560,7.5992,3.5291,-5.8012,-0.2246,-0.8575,-1.2513,normal
202584,7.4172,3.2034,-5.2577,-0.2726,-0.9928,-1.3795,normal
202608,6.3949,3.5123,-5.7437,-0.3078,-1.0560,-1.4933,normal
202632,6.2441,4.3096,-6.2082,-0.2574,-1.0312,-1.3741,normal
202656,5.7078,4.3431,-6.5745,-0.2481,-1.0261,-1.1119,normal
202680,5.0063,4.4221,-6.8594,-0.2984,-0.9699,-0.9769,normal
202704,4.2976,4.7405,-7.1946,-0.2984,-0.8958,-1.0397,normal
202728,4.1132,4.7932,-7.0797,-0.3259,-0.7376,-1.0970,normal
202752,4.0582,5.3271,-7.1467,-0.3789,-0.5931,-1.1674,normal
202776,4.6567,5.9424,-6.9552,-0.3158,-0.5033,-1.1847,normal
202800,4.8411,5.9687,-6.7516,-0.2212,-0.5942,-1.0936,normal
202824,3.8618,5.8347,-7.2401,-0.1871,-0.6539,-0.8553,normal
202848,2.8754,5.8299,-7.7261,-0.1697,-0.4959,-0.6773,normal
202872,2.7797,5.9592,-7.7452,-0.1095,-0.2806,-0.6222,normal
202896,2.9137,6.0597,-7.7309,-0.0298,-0.0727,-0.6539,normal
202920,3.8858,6.0956,-7.2736,0.0128,0.0037,-0.5676,normal
202944,3.9552,5.5138,-7.2760,-0.0048,-0.1034,-0.4367,normal
202968,3.2370,5.4851,-7.5753,-0.0634,-0.1039,-0.4692,normal
202992,3.0287,5.7317,-7.4508,-0.0674,-0.0171,-0.5931,normal
203016,2.8659,5.8538,-7.3454,-0.0205,0.0312,-0.7687,normal
203040,2.5833,5.7174,-7.1635,-0.0272,0.0669,-0.9886,normal
203064,2.4660,6.0813,-7.0246,-0.0965,0.0400,-1.2175,normal
203088,2.9521,6.7516,-7.0054,-0.0749,-0.0725,-1.4093,normal
203112,2.8228,6.8570,-7.0677,-0.0322,-0.2747,-1.3603,normal
203136,1.9776,6.8474,-7.4699,0.0237,-0.2100,-1.1181,normal
203160,2.6983,6.6990,-7.2257,0.0666,-0.1793,-0.9918,normal
203184,2.7150,6.1938,-7.0078,0.0203,-0.3688,-0.8641,normal
203208,2.0614,6.1842,-7.2664,-0.0493,-0.5252,-0.7935,normal
203232,1.4054,6.4596,-7.6160,-0.0568,-0.5798,-0.8636,normal
203256,0.9361,6.6607,-7.6782,0.0069,-0.5060,-0.9177,normal
203280,1.4246,6.8881,-7.6160,0.0437,-0.4042,-0.8055,normal
203304,1.3982,6.6056,-7.4388,0.0272,-0.4349,-0.5359,normal
203328,0.7278,6.3470,-7.4172,0.0125,-0.5164,-0.5228,normal
203352,-0.2993,6.0118,-7.6327,0.0032,-0.5193,-0.6550,normal
203376,-0.5148,6.2848,-7.8171,-0.0240,-0.3808,-0.7973,normal
203400,-0.2849,6.8426,-7.6471,-0.0743,-0.2422,-0.6760,normal
203424,-0.1125,7.0820,-7.8650,0.0445,-0.2025,-0.5092,normal
203448,-0.1676,6.4524,-7.4627,0.0416,-0.2499,-0.3387,normal
203472,-0.7997,6.2848,-7.6686,0.0083,-0.2622,-0.3704,normal
203496,-1.1995,6.3925,-7.7692,0.0208,-0.1450,-0.5806,normal
203520,-0.3017,6.1316,-7.3263,0.0125,-0.1364,-0.7333,normal
203544,-0.4405,6.3734,-7.6567,-0.0757,-0.2260,-0.7703,normal
203568,-0.4381,7.2329,-8.0996,-0.0381,-0.2337,-0.5969,normal
203592,-1.0726,6.8187,-8.0325,0.0397,-0.1751,-0.3307,normal
203616,-1.3072,6.5505,-8.0397,0.0986,-0.0576,-0.2888,normal
203640,-0.6321,6.0765,-7.4771,0.1188,-0.0655,-0.3264,normal
203664,-0.7135,5.7844,-7.5154,0.0384,-0.1759,-0.3397,normal
203688,-1.0367,6.0741,-7.9200,-0.0059,-0.2201,-0.4503,normal
203712,-0.7901,6.3542,-7.8003,0.0064,-0.2483,-0.4879,normal
203736,-0.9792,6.1746,-7.8219,-0.0035,-0.3277,-0.4050,normal
203760,-1.3671,5.9041,-7.7213,0.0027,-0.3829,-0.4189,normal
203784,-1.6568,5.6383,-7.6016,-0.0234,-0.4080,-0.4711,normal
203808,-1.8483,5.6767,-7.6806,-0.0520,-0.4253,-0.5497,normal
203832,-1.6735,6.1483,-7.7668,-0.0416,-0.4477,-0.5593,normal
203856,-1.9872,6.2872,-7.8793,-0.0333,-0.4490,-0.3635,normal
203880,-2.5379,6.0908,-7.9080,0.0115,-0.3989,-0.3309,normal
203904,-2.6647,5.7581,-7.6207,0.0256,-0.3339,-0.4133,normal
203928,-2.4876,5.4588,-7.5729,-0.0021,-0.3341,-0.5116,normal
203952,-2.3032,5.5210,-7.4196,-0.0482,-0.4226,-0.6110,normal
203976,-2.5881,5.4013,-7.1922,-0.1132,-0.5513,-0.5668,normal
204000,-3.4309,5.3439,-7.5465,-0.2046,-0.5883,-0.5748,normal
